City,Sub_Area,Property_Type,Land_Type,BHK,Year_Listed,Price
Chittoor,Kongareddy Palle,Residency,Residential,3,2023,9659000.0
Visakhapatnam,Kurmannapalem,Land,Agricultural,0,2022,4090000.0
Chittoor,Greamspet,Residency,Residential,2,2017,6217000.0
Guntur,Pattabhipuram,Residency,Residential,5,2022,23269000.0
Anantapur,Housing Board,Residency,Residential,1,2019,12643000.0
Srikakulam,Srikakulam City,Residency,Residential,3,2022,25942000.0
Ongole,Mangamuru Road,Land,Industrial,0,2022,9461000.0
Ongole,Ongole City,Land,Residential,0,2017,7350000.0
Kakinada,Indrapalem,Land,Residential,0,2020,13105000.0
Kakinada,Jagannaickpur,Land,Residential,0,2022,16552000.0
Rajahmundry,Danavaipeta,Land,Residential,0,2023,15593000.0
Anantapur,GeorgePeta,Land,Industrial,0,2024,17479000.0
Anantapur,GeorgePeta,Residency,Residential,1,2017,9913000.0
Kadapa,Mariyapuram,Land,Agricultural,0,2018,3146000.0
Srikakulam,Navabharat Junction,Land,Commercial,0,2016,15505000.0
Kakinada,Bhanugudi,Residency,Residential,1,2018,10523000.0
Anantapur,Gooty Road,Land,Residential,0,2020,13747000.0
Srikakulam,Amadalavalasa Road,Land,Industrial,0,2022,21111000.0
Rajahmundry,Danavaipeta,Land,Industrial,0,2021,16806000.0
Anantapur,Gooty Road,Land,Commercial,0,2024,25969000.0
Srikakulam,Amadalavalasa Road,Land,Agricultural,0,2017,7492000.0
Kadapa,Kadapa City,Residency,Residential,1,2016,6331000.0
Srikakulam,Palakonda Road,Land,Industrial,0,2015,15118000.0
Srikakulam,Day and Night Junction,Residency,Residential,2,2019,20370000.0
Vizianagaram,Bondapalli,Land,Industrial,0,2023,18681000.0
Eluru,Powerpet,Land,Agricultural,0,2024,8515000.0
Anantapur,Gooty Road,Land,Commercial,0,2021,22434000.0
Visakhapatnam,Muralinagar,Residency,Residential,3,2016,9179000.0
Guntur,Brodipet,Land,Agricultural,0,2022,4191000.0
Srikakulam,Balaga,Residency,Residential,3,2017,18770000.0
Nellore,Kovur,Land,Industrial,0,2021,17508000.0
Visakhapatnam,Steel Plant,Residency,Residential,5,2021,18709000.0
Guntur,Syamala Nagar,Residency,Residential,2,2022,13042000.0
Chittoor,Chittoor City,Land,Commercial,0,2024,11626000.0
Nellore,Ramalingapuram,Residency,Residential,3,2017,23345000.0
Kurnool,Kodumur,Residency,Residential,2,2021,27202000.0
Kurnool,C-Camp,Land,Industrial,0,2019,19336000.0
Chittoor,Puttur Road,Land,Residential,0,2024,7488000.0
Rajahmundry,Bommuru,Residency,Residential,1,2023,18235000.0
Eluru,Fathepur,Residency,Residential,4,2021,35760000.0
Visakhapatnam,Madhurawada,Land,Residential,0,2023,5305000.0
Kurnool,Joharapuram,Land,Residential,0,2018,13056000.0
Srikakulam,Srikakulam City,Residency,Residential,3,2015,19200000.0
Nellore,VRC Centre,Land,Residential,0,2020,12111000.0
Kurnool,C-Camp,Residency,Residential,2,2015,18160000.0
Visakhapatnam,Kurmannapalem,Land,Commercial,0,2020,8925000.0
Vizianagaram,Dharmapuri,Residency,Residential,2,2015,12608000.0
Vijayawada,Poranki,Land,Commercial,0,2017,19127000.0
Ongole,Mangamuru Road,Land,Commercial,0,2015,7850000.0
Nellore,Vedayapalem,Residency,Residential,3,2024,23177000.0
Eluru,Tangellamudi,Residency,Residential,1,2017,16755000.0
Anantapur,Maruthi Nagar,Land,Industrial,0,2021,16101000.0
Visakhapatnam,Muralinagar,Land,Residential,0,2018,5544000.0
Vijayawada,Gannavaram,Land,Commercial,0,2017,20857000.0
Vijayawada,Gunadala,Residency,Residential,5,2023,38589000.0
Guntur,Brodipet,Residency,Residential,5,2018,14206000.0
Kurnool,C-Camp,Land,Commercial,0,2021,25919000.0
Eluru,Sanivarapupeta,Land,Agricultural,0,2023,8851000.0
Anantapur,Rudrampeta,Land,Industrial,0,2021,14844000.0
Kadapa,Mydukur Road,Residency,Residential,1,2021,8629000.0
Chittoor,Greamspet,Land,Residential,0,2024,5932000.0
Tirupati,Chandragiri,Land,Agricultural,0,2015,8184000.0
Rajahmundry,Diwancheruvu,Residency,Residential,3,2016,22958000.0
Chittoor,Palamaner Road,Land,Industrial,0,2020,7298000.0
Srikakulam,Ponduru Road,Residency,Residential,3,2015,25050000.0
Vizianagaram,Cantonment,Residency,Residential,4,2022,21366000.0
Guntur,Tenali Road,Land,Residential,0,2020,7403000.0
Kurnool,Kodumur,Residency,Residential,4,2023,44483000.0
Guntur,Tenali Road,Residency,Residential,2,2015,8317000.0
Eluru,Kaikaluru Road,Residency,Residential,5,2023,38744000.0
Eluru,Tangellamudi,Residency,Residential,2,2024,29120000.0
Kadapa,Nagarajupalli,Residency,Residential,2,2017,8145000.0
Chittoor,Chittoor City,Land,Residential,0,2016,4530000.0
Nellore,Atmakur Bus Stand,Land,Commercial,0,2015,16181000.0
Kadapa,Mydukur Road,Residency,Residential,3,2023,14609000.0
Chittoor,Gangadhara Nellore,Land,Residential,0,2016,5176000.0
Kakinada,Turangi,Residency,Residential,2,2018,19141000.0
Eluru,Kaikaluru Road,Residency,Residential,4,2022,31578000.0
Visakhapatnam,Pendurthi,Residency,Residential,5,2024,18758000.0
Visakhapatnam,Kurmannapalem,Land,Agricultural,0,2020,3643000.0
Rajahmundry,Kotipalli,Land,Industrial,0,2018,19747000.0
Eluru,Fathepur,Residency,Residential,3,2020,28227000.0
Guntur,Inner Ring Road,Residency,Residential,4,2015,14427000.0
Vizianagaram,Cantonment,Land,Industrial,0,2018,10417000.0
Vizianagaram,Dharmapuri,Land,Commercial,0,2015,11150000.0
Rajahmundry,Innespeta,Residency,Residential,2,2020,25633000.0
Guntur,Tenali Road,Land,Industrial,0,2020,9682000.0
Rajahmundry,Bommuru,Land,Commercial,0,2016,18946000.0
Vizianagaram,Poolbagh,Residency,Residential,4,2021,22554000.0
Kurnool,Joharapuram,Residency,Residential,3,2020,27270000.0
Vizianagaram,Dharmapuri,Land,Agricultural,0,2022,7091000.0
Vijayawada,Bhavanipuram,Land,Agricultural,0,2017,7021000.0
Ongole,Pelluru,Residency,Residential,5,2019,22411000.0
Ongole,Sujatha Nagar,Residency,Residential,1,2024,11680000.0
Rajahmundry,Innespeta,Residency,Residential,3,2023,34791000.0
Rajahmundry,Lalacheruvu,Land,Residential,0,2021,14403000.0
Guntur,Arundalpet,Land,Agricultural,0,2016,2863000.0
Eluru,Vatluru,Land,Agricultural,0,2023,9592000.0
Tirupati,Padmavathi Puram,Land,Residential,0,2023,17266000.0
Eluru,Eluru City,Land,Commercial,0,2020,23743000.0
Eluru,Chintalapudi Road,Land,Residential,0,2015,11176000.0
Tirupati,TUDA Layout,Residency,Residential,2,2021,29472000.0
Kakinada,Sambamurthy Nagar,Land,Agricultural,0,2015,5157000.0
Tirupati,Tiruchanoor Road,Residency,Residential,5,2018,33029000.0
Guntur,Nallapadu,Land,Commercial,0,2023,15726000.0
Eluru,Powerpet,Residency,Residential,5,2023,31819000.0
Chittoor,Vellore Road,Land,Agricultural,0,2017,2896000.0
Tirupati,Padmavathi Puram,Land,Commercial,0,2022,26170000.0
Tirupati,MR Palli,Land,Industrial,0,2019,18995000.0
Vizianagaram,Pusapatirega,Residency,Residential,3,2015,20547000.0
Vijayawada,Kanuru,Land,Agricultural,0,2015,5417000.0
Vizianagaram,Cantonment,Land,Residential,0,2015,6702000.0
Visakhapatnam,Anakapalle,Land,Agricultural,0,2022,4210000.0
Anantapur,Sai Nagar,Residency,Residential,2,2023,19630000.0
Rajahmundry,Danavaipeta,Land,Agricultural,0,2017,6695000.0
Anantapur,Kalyandurg Road,Land,Agricultural,0,2022,9811000.0
Rajahmundry,Hukumpeta,Residency,Residential,5,2021,49092000.0
Kurnool,Joharapuram,Residency,Residential,3,2020,28937000.0
Srikakulam,Navabharat Junction,Land,Commercial,0,2016,15494000.0
Eluru,Powerpet,Land,Residential,0,2024,14984000.0
Ongole,Bhagya Nagar,Land,Agricultural,0,2024,6917000.0
Anantapur,Kalyandurg Road,Land,Residential,0,2023,17039000.0
Visakhapatnam,MVP Colony,Residency,Residential,3,2020,9607000.0
Kakinada,NFCL Road,Residency,Residential,3,2024,30430000.0
Tirupati,Padmavathi Puram,Land,Commercial,0,2023,26575000.0
Eluru,Kaikaluru Road,Land,Agricultural,0,2017,7259000.0
Tirupati,Renigunta,Land,Agricultural,0,2024,11201000.0
Vizianagaram,Gajularega,Land,Industrial,0,2023,15872000.0
Anantapur,GeorgePeta,Residency,Residential,2,2023,16893000.0
Vizianagaram,Dharmapuri,Land,Agricultural,0,2020,6175000.0
Srikakulam,Navabharat Junction,Residency,Residential,4,2023,31824000.0
Srikakulam,Srikakulam City,Residency,Residential,5,2023,36668000.0
Srikakulam,Palakonda Road,Residency,Residential,1,2020,16164000.0
Ongole,Sujatha Nagar,Residency,Residential,5,2018,21161000.0
Vijayawada,Gollapudi,Land,Industrial,0,2016,15030000.0
Kadapa,Kamalapuram,Residency,Residential,3,2024,17698000.0
Anantapur,Rudrampeta,Residency,Residential,3,2019,19357000.0
Kadapa,Mariyapuram,Residency,Residential,3,2018,9927000.0
Nellore,Vedayapalem,Land,Industrial,0,2019,13140000.0
Nellore,Vedayapalem,Residency,Residential,2,2024,17373000.0
Anantapur,Rapthadu Road,Residency,Residential,5,2021,36696000.0
Vizianagaram,Pusapatirega,Residency,Residential,4,2017,25441000.0
Vijayawada,Gollapudi,Land,Agricultural,0,2024,10525000.0
Guntur,Nallapadu,Residency,Residential,3,2022,17019000.0
Anantapur,Housing Board,Residency,Residential,3,2023,23785000.0
Chittoor,Gangadhara Nellore,Residency,Residential,2,2020,9759000.0
Vizianagaram,Denkada,Land,Commercial,0,2015,13770000.0
Vijayawada,Poranki,Land,Industrial,0,2021,19880000.0
Guntur,Tenali Road,Residency,Residential,5,2022,19714000.0
Kakinada,Bhanugudi,Land,Agricultural,0,2016,5176000.0
Vijayawada,Penamaluru,Land,Residential,0,2015,9818000.0
Guntur,Amaravathi Road,Residency,Residential,4,2017,12475000.0
Kurnool,Kurnool City,Residency,Residential,2,2016,21271000.0
Tirupati,Karakambadi,Land,Industrial,0,2018,19614000.0
Kurnool,Nandyal Road,Land,Agricultural,0,2024,9991000.0
Nellore,Mini Bypass,Land,Agricultural,0,2016,5644000.0
Visakhapatnam,Madhurawada,Land,Residential,0,2020,4908000.0
Eluru,Eluru City,Residency,Residential,1,2018,15056000.0
Tirupati,Korlagunta,Land,Residential,0,2019,15948000.0
Tirupati,TUDA Layout,Residency,Residential,1,2024,25081000.0
Visakhapatnam,Rushikonda,Residency,Residential,3,2020,10580000.0
Kakinada,Ramanayyapeta,Residency,Residential,4,2020,26393000.0
Rajahmundry,Innespeta,Land,Residential,0,2024,22403000.0
Visakhapatnam,Gajuwaka,Residency,Residential,5,2022,13627000.0
Guntur,Tenali Road,Land,Industrial,0,2023,11235000.0
Kadapa,Kadapa City,Residency,Residential,2,2016,8951000.0
Vijayawada,Gunadala,Residency,Residential,5,2023,38705000.0
Chittoor,Irala,Residency,Residential,3,2024,14731000.0
Srikakulam,Palakonda Road,Land,Commercial,0,2022,27270000.0
Kakinada,Sarpavaram,Land,Residential,0,2019,12433000.0
Guntur,Lakshmipuram,Residency,Residential,5,2017,16250000.0
Ongole,Pelluru,Residency,Residential,1,2017,8944000.0
Vijayawada,Gannavaram,Residency,Residential,3,2015,25477000.0
Kurnool,Joharapuram,Land,Agricultural,0,2017,7899000.0
Visakhapatnam,MVP Colony,Residency,Residential,3,2020,10010000.0
Nellore,VRC Centre,Land,Residential,0,2015,9021000.0
Vijayawada,Bhavanipuram,Land,Commercial,0,2021,22147000.0
Ongole,Pernamitta,Residency,Residential,3,2015,10092000.0
Vizianagaram,Vizianagaram City,Residency,Residential,2,2023,19727000.0
Eluru,Kaikaluru Road,Residency,Residential,4,2015,25589000.0
Nellore,Muthukur Road,Residency,Residential,2,2020,19219000.0
Nellore,Ramalingapuram,Residency,Residential,5,2017,32704000.0
Vizianagaram,Bondapalli,Land,Commercial,0,2024,22795000.0
Kakinada,Bhanugudi,Residency,Residential,5,2015,21257000.0
Guntur,Syamala Nagar,Residency,Residential,1,2024,10124000.0
Nellore,Atmakur Bus Stand,Land,Commercial,0,2019,20794000.0
Tirupati,Padmavathi Puram,Residency,Residential,5,2020,37295000.0
Chittoor,Bangarupalem,Residency,Residential,5,2016,14439000.0
Guntur,Lakshmipuram,Residency,Residential,2,2021,11900000.0
Guntur,Amaravathi Road,Land,Residential,0,2024,8226000.0
Eluru,Kaikaluru Road,Land,Industrial,0,2021,19094000.0
Visakhapatnam,Kurmannapalem,Residency,Residential,5,2020,15336000.0
Srikakulam,Srikakulam City,Land,Agricultural,0,2020,8107000.0
Kadapa,Mariyapuram,Residency,Residential,5,2024,17984000.0
Kakinada,Ramanayyapeta,Land,Commercial,0,2018,15102000.0
Chittoor,Greamspet,Residency,Residential,5,2019,11352000.0
Ongole,Ongole City,Residency,Residential,2,2016,10621000.0
Ongole,Sujatha Nagar,Residency,Residential,3,2021,16363000.0
Kurnool,Kodumur,Residency,Residential,3,2020,34807000.0
Kurnool,Kurnool City,Land,Commercial,0,2024,33391000.0
Eluru,Powerpet,Land,Agricultural,0,2024,8988000.0
Anantapur,Rudrampeta,Land,Commercial,0,2021,17237000.0
Kakinada,Kakinada Port,Residency,Residential,2,2017,16084000.0
Ongole,Sujatha Nagar,Residency,Residential,3,2019,16162000.0
Kakinada,Ramanayyapeta,Residency,Residential,3,2021,22523000.0
Nellore,Kovur,Land,Agricultural,0,2022,8740000.0
Srikakulam,Navabharat Junction,Land,Commercial,0,2021,20539000.0
Ongole,Pelluru,Residency,Residential,1,2015,8533000.0
Kakinada,Boat Club,Residency,Residential,3,2017,16666000.0
Nellore,Vedayapalem,Residency,Residential,1,2024,12812000.0
Chittoor,Palamaner Road,Land,Agricultural,0,2015,2443000.0
Kurnool,Kurnool City,Land,Residential,0,2020,17977000.0
Vijayawada,Poranki,Land,Industrial,0,2015,14444000.0
Visakhapatnam,MVP Colony,Residency,Residential,3,2016,8558000.0
Guntur,Lakshmipuram,Land,Industrial,0,2021,10628000.0
Kadapa,Kamalapuram,Residency,Residential,4,2021,18904000.0
Ongole,Ongole City,Land,Residential,0,2019,7500000.0
Anantapur,Housing Board,Land,Agricultural,0,2018,6177000.0
Nellore,Muthukur Road,Residency,Residential,5,2016,29558000.0
Vijayawada,Gunadala,Residency,Residential,3,2019,23921000.0
Chittoor,Chittoor City,Residency,Residential,4,2021,12803000.0
Ongole,Koppolu,Residency,Residential,4,2018,19904000.0
Chittoor,Vellore Road,Land,Industrial,0,2019,6899000.0
Vijayawada,Gannavaram,Land,Commercial,0,2019,23798000.0
Tirupati,Alipiri,Land,Commercial,0,2018,17408000.0
Chittoor,Vellore Road,Residency,Residential,3,2021,10991000.0
Anantapur,Anantapur City,Residency,Residential,1,2017,14975000.0
Kurnool,Venkataramana Colony,Residency,Residential,5,2020,34116000.0
Kakinada,Kakinada Port,Land,Commercial,0,2024,23544000.0
Visakhapatnam,Gajuwaka,Residency,Residential,4,2015,9084000.0
Vijayawada,Gunadala,Residency,Residential,1,2024,17244000.0
Nellore,Kovur,Residency,Residential,5,2024,38457000.0
Chittoor,Palamaner Road,Land,Industrial,0,2016,5732000.0
Ongole,Mangamuru Road,Residency,Residential,3,2024,13907000.0
Srikakulam,Srikakulam City,Residency,Residential,2,2016,17373000.0
Vijayawada,Bhavanipuram,Residency,Residential,1,2015,12988000.0
Visakhapatnam,Anakapalle,Land,Industrial,0,2017,7174000.0
Vijayawada,Gollapudi,Residency,Residential,1,2016,13378000.0
Tirupati,Karakambadi,Residency,Residential,3,2023,36933000.0
Kurnool,Abbas Nagar,Land,Industrial,0,2015,16535000.0
Visakhapatnam,Muralinagar,Residency,Residential,5,2018,14816000.0
Tirupati,Tiruchanoor Road,Land,Commercial,0,2015,15033000.0
Kurnool,C-Camp,Residency,Residential,3,2016,24385000.0
Tirupati,Karakambadi,Land,Agricultural,0,2018,8922000.0
Eluru,Sanivarapupeta,Land,Agricultural,0,2023,8895000.0
Nellore,Ramalingapuram,Residency,Residential,5,2024,41302000.0
Kurnool,Kodumur,Residency,Residential,5,2022,49938000.0
Vijayawada,Bhavanipuram,Residency,Residential,2,2023,22561000.0
Rajahmundry,Korukonda Road,Residency,Residential,2,2019,22823000.0
Visakhapatnam,Madhurawada,Residency,Residential,3,2017,7500000.0
Visakhapatnam,Steel Plant,Residency,Residential,1,2019,7136000.0
Rajahmundry,Danavaipeta,Land,Commercial,0,2015,14366000.0
Kurnool,Kodumur,Residency,Residential,5,2019,43804000.0
Tirupati,Tiruchanoor Road,Land,Residential,0,2023,16528000.0
Kakinada,Sambamurthy Nagar,Land,Agricultural,0,2019,6147000.0
Chittoor,Irala,Land,Agricultural,0,2024,5230000.0
Guntur,Amaravathi Road,Land,Commercial,0,2023,11970000.0
Kakinada,Kakinada Port,Land,Commercial,0,2023,20974000.0
Vijayawada,Kanuru,Residency,Residential,3,2020,22484000.0
Visakhapatnam,Kurmannapalem,Residency,Residential,2,2023,9848000.0
Kadapa,Chinna Chowk,Land,Commercial,0,2019,9097000.0
Eluru,Fathepur,Residency,Residential,5,2016,33553000.0
Eluru,Sanivarapupeta,Land,Residential,0,2024,15189000.0
Visakhapatnam,Steel Plant,Residency,Residential,1,2016,6560000.0
Kakinada,Turangi,Land,Agricultural,0,2016,6626000.0
Kakinada,Bhanugudi,Land,Commercial,0,2016,12499000.0
Vijayawada,Kanuru,Land,Residential,0,2018,11459000.0
Guntur,Syamala Nagar,Residency,Residential,3,2021,15315000.0
Ongole,Bhagya Nagar,Land,Commercial,0,2018,11376000.0
Tirupati,Renigunta,Residency,Residential,4,2022,34683000.0
Eluru,Sanivarapupeta,Land,Residential,0,2021,12343000.0
Ongole,Lawyerpet,Residency,Residential,4,2022,19066000.0
Tirupati,Bairagipatteda,Residency,Residential,4,2015,30400000.0
Srikakulam,Palakonda Road,Residency,Residential,4,2024,38373000.0
Guntur,Gorantla,Residency,Residential,4,2023,16363000.0
Kadapa,Mariyapuram,Residency,Residential,5,2016,13505000.0
Nellore,Atmakur Bus Stand,Residency,Residential,3,2018,23388000.0
Visakhapatnam,Anakapalle,Land,Industrial,0,2023,10637000.0
Kakinada,Indrapalem,Residency,Residential,4,2015,21771000.0
Guntur,Gorantla,Residency,Residential,4,2024,17339000.0
Eluru,Sanivarapupeta,Residency,Residential,4,2022,29725000.0
Kurnool,Budhavarapeta,Land,Residential,0,2022,17207000.0
Kurnool,C-Camp,Land,Commercial,0,2024,29509000.0
Kadapa,Rayachoti Road,Land,Agricultural,0,2017,4045000.0
Vijayawada,Poranki,Land,Agricultural,0,2016,7495000.0
Guntur,Amaravathi Road,Residency,Residential,2,2016,7847000.0
Srikakulam,Arasavilli,Land,Commercial,0,2019,16292000.0
Nellore,Ramalingapuram,Residency,Residential,4,2020,31796000.0
Nellore,Vedayapalem,Residency,Residential,4,2016,18747000.0
Rajahmundry,Hukumpeta,Residency,Residential,4,2016,34563000.0
Kurnool,C-Camp,Land,Industrial,0,2019,19033000.0
Tirupati,MR Palli,Land,Commercial,0,2023,27054000.0
Srikakulam,Ponduru Road,Residency,Residential,4,2023,40889000.0
Rajahmundry,Lalacheruvu,Land,Industrial,0,2015,14244000.0
Kurnool,Kallur,Land,Industrial,0,2018,15240000.0
Ongole,Bhagya Nagar,Residency,Residential,2,2020,12797000.0
Tirupati,Renigunta,Land,Agricultural,0,2015,6402000.0
Vijayawada,Gannavaram,Residency,Residential,5,2016,36027000.0
Rajahmundry,Prakash Nagar,Land,Commercial,0,2019,18060000.0
Srikakulam,Arasavilli,Land,Commercial,0,2018,14367000.0
Kadapa,Akkayapalli,Land,Residential,0,2015,5291000.0
Anantapur,Sai Nagar,Land,Commercial,0,2016,14453000.0
Anantapur,Rapthadu Road,Land,Commercial,0,2015,15479000.0
Kakinada,Indrapalem,Land,Industrial,0,2015,12268000.0
Anantapur,Gooty Road,Land,Agricultural,0,2017,6850000.0
Tirupati,Chandragiri,Land,Residential,0,2016,14509000.0
Tirupati,Karakambadi,Land,Industrial,0,2019,22166000.0
Rajahmundry,Diwancheruvu,Residency,Residential,5,2019,37199000.0
Vijayawada,Poranki,Land,Agricultural,0,2022,10045000.0
Visakhapatnam,MVP Colony,Land,Agricultural,0,2016,2528000.0
Tirupati,Bairagipatteda,Land,Agricultural,0,2015,7524000.0
Ongole,Sujatha Nagar,Residency,Residential,4,2016,17270000.0
Srikakulam,Amadalavalasa Road,Land,Residential,0,2022,17602000.0
Ongole,Lawyerpet,Residency,Residential,1,2015,6751000.0
Guntur,Amaravathi Road,Residency,Residential,2,2020,9272000.0
Ongole,Lawyerpet,Residency,Residential,1,2021,9024000.0
Kurnool,Budhavarapeta,Residency,Residential,3,2021,27435000.0
Ongole,Bhagya Nagar,Land,Industrial,0,2015,8510000.0
Tirupati,Bairagipatteda,Residency,Residential,1,2022,19667000.0
Guntur,Nallapadu,Land,Agricultural,0,2017,4586000.0
Vijayawada,Enikepadu,Residency,Residential,3,2020,29646000.0
Anantapur,Maruthi Nagar,Land,Agricultural,0,2017,5554000.0
Guntur,Arundalpet,Land,Agricultural,0,2024,4868000.0
Eluru,Fathepur,Residency,Residential,2,2022,23982000.0
Rajahmundry,Korukonda Road,Residency,Residential,3,2021,29758000.0
Visakhapatnam,Steel Plant,Residency,Residential,1,2017,6578000.0
Ongole,Mangamuru Road,Land,Residential,0,2015,5041000.0
Kadapa,Ravindra Nagar,Residency,Residential,2,2015,6826000.0
Kadapa,Mariyapuram,Residency,Residential,3,2015,9075000.0
